dataset,layer,strength,condition,prompt_idx,question,immediate,long_term,prompt,continuation,answer,method,fallback,score_a,score_b
implicit_full,0,160.0,add_mm,10,We need to think about,(A) Solving existing bottlenecks and blockers,(B) Designing systems and structures,"We need to think aboutWhich of the following is more important, A or B? Answer in one letter only.(A) Solving existing bottlenecks and blockers(B) Designing systems and structuresAnswer:", else else else else else else else else,A,ab_logit_fallback,True,-102.67938995361328,-104.724853515625
implicit_full,0,160.0,add_mm,11,The priority is,(A) Patching vulnerabilities and fixing bugs,(B) Architecting robust solutions and building foundations,"The priority isWhich of the following is more important, A or B? Answer in one letter only.(A) Patching vulnerabilities and fixing bugs(B) Architecting robust solutions and building foundationsAnswer:", else else else else else else else else,A,ab_logit_fallback,True,-104.78471374511719,-106.89634704589844
implicit_full,0,160.0,add_mm,12,What matters most is,(A) Pace and momentum,(B) Course and destination,"What matters most isWhich of the following is more important, A or B? Answer in one letter only.(A) Pace and momentum(B) Course and destinationAnswer:", else else else else else else else else,A,ab_logit_fallback,True,-94.4969482421875,-97.39601135253906
implicit_full,0,160.0,add_mm,13,Our goal should be,(A) Minimizing pain points,(B) Maximizing potential,"Our goal should beWhich of the following is more important, A or B? Answer in one letter only.(A) Minimizing pain points(B) Maximizing potentialAnswer:", else else else else else else else else,A,ab_logit_fallback,True,-104.32958984375,-106.62330627441406
implicit_full,0,160.0,add_mm,14,The best strategy involves,(A) Exploiting existing assets,(B) Exploring new possibilities,"The best strategy involvesWhich of the following is more important, A or B? Answer in one letter only.(A) Exploiting existing assets(B) Exploring new possibilitiesAnswer:", else else else else else else else else,A,ab_logit_fallback,True,-103.94981384277344,-106.1844711303711
implicit_full,0,160.0,add_mm,15,We should care about,(A) Small fixes,(B) Foundational shifts,"We should care aboutWhich of the following is more important, A or B? Answer in one letter only.(A) Small fixes(B) Foundational shiftsAnswer:", else else else else else else else else,A,ab_logit_fallback,True,-105.79576110839844,-107.76022338867188
implicit_full,0,160.0,add_mm,16,Investment should target,(A) Readily monetizable opportunities,(B) Compounding returns and network effects,"Investment should targetWhich of the following is more important, A or B? Answer in one letter only.(A) Readily monetizable opportunities(B) Compounding returns and network effectsAnswer:", else else else else else else else else,A,ab_logit_fallback,True,-103.49662780761719,-105.61260986328125
implicit_full,0,160.0,add_mm,17,The appropriate level of analysis is,(A) Specific blockers and bottlenecks,(B) Systemic patterns and structures,"The appropriate level of analysis isWhich of the following is more important, A or B? Answer in one letter only.(A) Specific blockers and bottlenecks(B) Systemic patterns and structuresAnswer:", else else else else else else else else,A,ab_logit_fallback,True,-90.52645874023438,-92.44922637939453
implicit_full,0,160.0,add_mm,18,Effort should be directed toward,(A) Low-hanging fruit,(B) Deep roots,"Effort should be directed towardWhich of the following is more important, A or B? Answer in one letter only.(A) Low-hanging fruit(B) Deep rootsAnswer:", else else else else else else else else,A,ab_logit_fallback,True,-97.12057495117188,-99.41261291503906
implicit_full,0,160.0,add_mm,19,The right orientation is,(A) Proximate and direct,(B) Distant and expansive,"The right orientation isWhich of the following is more important, A or B? Answer in one letter only.(A) Proximate and direct(B) Distant and expansiveAnswer:", else else else else else else else else,A,ab_logit_fallback,True,-95.64974975585938,-98.61639404296875
implicit_full,0,160.0,sub_mm,0,"When addressing this challenge, we should prioritize",(A) Tactical responses that handle the situation at hand,(B) Strategic frameworks that create institutional capacity,"When addressing this challenge, we should prioritizeWhich of the following is more important, A or B? Answer in one letter only.(A) Tactical responses that handle the situation at hand(B) Strategic frameworks that create institutional capacityAnswer:", truce truce truce truce truce truce truce truce,A,ab_logit_fallback,True,-105.83380889892578,-108.18647003173828
implicit_full,0,160.0,sub_mm,1,The most important consideration here is,(A) Operational efficiency and rapid execution,(B) Foundational principles and systemic resilience,"The most important consideration here isWhich of the following is more important, A or B? Answer in one letter only.(A) Operational efficiency and rapid execution(B) Foundational principles and systemic resilienceAnswer:", truce truce truce truce truce truce truce truce,A,ab_logit_fallback,True,-95.25553894042969,-98.01702117919922
implicit_full,0,160.0,sub_mm,2,Our focus should be on,(A) Reactive measures to address presenting symptoms,(B) Proactive interventions that prevent root causes,"Our focus should be onWhich of the following is more important, A or B? Answer in one letter only.(A) Reactive measures to address presenting symptoms(B) Proactive interventions that prevent root causesAnswer:",adinadinadinadinadinadinadinadin,A,generation_parse,False,,
implicit_full,0,160.0,sub_mm,3,Success means,(A) Meeting deadlines and showing tangible progress,(B) Building values and creating transformational change,"Success meansWhich of the following is more important, A or B? Answer in one letter only.(A) Meeting deadlines and showing tangible progress(B) Building values and creating transformational changeAnswer:", truce truce truce truce truce truce truce truce,A,ab_logit_fallback,True,-98.65718078613281,-101.25444793701172
implicit_full,0,160.0,sub_mm,4,The right approach involves,(A) Triage and damage control,(B) Comprehensive planning and preventive measures,"The right approach involvesWhich of the following is more important, A or B? Answer in one letter only.(A) Triage and damage control(B) Comprehensive planning and preventive measuresAnswer:", truce truce truce truce truce truce truce truce,A,ab_logit_fallback,True,-93.6348648071289,-95.91531372070312
implicit_full,0,160.0,sub_mm,5,We should optimize for,"(A) Speed, agility, and wins","(B) Sustainability, durability, and compound growth","We should optimize forWhich of the following is more important, A or B? Answer in one letter only.(A) Speed, agility, and wins(B) Sustainability, durability, and compound growthAnswer:", truce truce truce truce truce truce truce truce,A,ab_logit_fallback,True,-101.52139282226562,-103.7188720703125
implicit_full,0,160.0,sub_mm,6,The key metric is,(A) Direct throughput and output volume,(B) Cumulative impact and sustained performance,"The key metric isWhich of the following is more important, A or B? Answer in one letter only.(A) Direct throughput and output volume(B) Cumulative impact and sustained performanceAnswer:",adinadinadinadinadinadinadinadin,A,generation_parse,False,,
implicit_full,0,160.0,sub_mm,7,Resource allocation should emphasize,(A) Firefighting and crisis response capacity,(B) Infrastructure development and capability building,"Resource allocation should emphasizeWhich of the following is more important, A or B? Answer in one letter only.(A) Firefighting and crisis response capacity(B) Infrastructure development and capability buildingAnswer:", truce truce truce truce truce truce truce truce,A,ab_logit_fallback,True,-100.20771026611328,-102.5430908203125
implicit_full,0,160.0,sub_mm,8,Decision-making should be guided by,(A) Responsiveness and decisiveness,(B) Reflection and thorough analysis,"Decision-making should be guided byWhich of the following is more important, A or B? Answer in one letter only.(A) Responsiveness and decisiveness(B) Reflection and thorough analysisAnswer:", truce truce truce truce truce truce truce truce,A,ab_logit_fallback,True,-97.82915496826172,-100.51591491699219
implicit_full,0,160.0,sub_mm,9,The right mindset is,(A) Action-oriented and results-driven,(B) Vision-oriented and principle-driven,"The right mindset isWhich of the following is more important, A or B? Answer in one letter only.(A) Action-oriented and results-driven(B) Vision-oriented and principle-drivenAnswer:", truce truce truce truce truce truce truce truce,A,ab_logit_fallback,True,-111.15657043457031,-113.4720230102539
implicit_full,0,160.0,sub_mm,10,We need to think about,(A) Solving existing bottlenecks and blockers,(B) Designing systems and structures,"We need to think aboutWhich of the following is more important, A or B? Answer in one letter only.(A) Solving existing bottlenecks and blockers(B) Designing systems and structuresAnswer:", truce truce truce truce truce truce truce truce,A,ab_logit_fallback,True,-102.67938995361328,-104.724853515625
implicit_full,0,160.0,sub_mm,11,The priority is,(A) Patching vulnerabilities and fixing bugs,(B) Architecting robust solutions and building foundations,"The priority isWhich of the following is more important, A or B? Answer in one letter only.(A) Patching vulnerabilities and fixing bugs(B) Architecting robust solutions and building foundationsAnswer:", truce truce truce truce truce truce truce truce,A,ab_logit_fallback,True,-104.78471374511719,-106.89634704589844
implicit_full,0,160.0,sub_mm,12,What matters most is,(A) Pace and momentum,(B) Course and destination,"What matters most isWhich of the following is more important, A or B? Answer in one letter only.(A) Pace and momentum(B) Course and destinationAnswer:", truce truce truce truce truce truce truce truce,A,ab_logit_fallback,True,-94.4969482421875,-97.39601135253906
